"name","number","description","height","weight","types","abilities","evolution","legendary","mythical","baby","capture","habitat","generation","sprite","shiny"
"gyarados-mega","10041","Once it begins to rampage, a Gyarados will burn
everything down, even in a harsh storm.","65","3050","water|dark","mold-breaker","magikarp|gyarados","False","False","False","45","waters-edge","generation-i","https://projectpokemon.org/images/normal-sprite/gyarados-mega.gif","https://projectpokemon.org/images/shiny-sprite/gyarados-mega.gif"
"aerodactyl-mega","10042","The power of Mega Evolution has completely
restored its genes. The rocks on its body are
harder than diamond.","21","790","rock|flying","tough-claws","aerodactyl","False","False","False","45","mountain","generation-i","https://projectpokemon.org/images/normal-sprite/aerodactyl-mega.gif","https://projectpokemon.org/images/shiny-sprite/aerodactyl-mega.gif"
"mewtwo-mega-x","10043","Psychic power has augmented its muscles.
It has a grip strength of one ton and can sprint
a hundred meters in two seconds flat!","23","1270","psychic|fighting","steadfast","mewtwo","True","False","False","3","rare","generation-i","https://projectpokemon.org/images/normal-sprite/mewtwo-megax.gif","https://projectpokemon.org/images/shiny-sprite/mewtwo-megax.gif"
"mewtwo-mega-y","10044","Psychic power has augmented its muscles.
It has a grip strength of one ton and can sprint
a hundred meters in two seconds flat!","15","330","psychic","insomnia","mewtwo","True","False","False","3","rare","generation-i","https://projectpokemon.org/images/normal-sprite/mewtwo-megay.gif","https://projectpokemon.org/images/shiny-sprite/mewtwo-megay.gif"
"ampharos-mega","10045","Its tail shines bright and strong. It has been
prized since long ago as a beacon for sailors.","14","615","electric|dragon","mold-breaker","mareep|flaaffy|ampharos","False","False","False","45","grassland","generation-ii","https://projectpokemon.org/images/normal-sprite/ampharos-mega.gif","https://projectpokemon.org/images/shiny-sprite/ampharos-mega.gif"
"scizor-mega","10046","Though its body is slim, Scizor has tremendous
attacking power. Even Scizor’s muscles are made
of metal.","20","1250","bug|steel","technician","scyther|scizor","False","False","False","25","grassland","generation-ii","https://projectpokemon.org/images/normal-sprite/scizor-mega.gif","https://projectpokemon.org/images/shiny-sprite/scizor-mega.gif"
"heracross-mega","10047","This Pokémon takes pride in its strength, which
allows it to lift things 100 times heavier than
itself with no trouble at all.","17","625","bug|fighting","skill-link","heracross","False","False","False","45","forest","generation-ii","https://projectpokemon.org/images/normal-sprite/heracross-mega.gif","https://projectpokemon.org/images/shiny-sprite/heracross-mega.gif"
"houndoom-mega","10048","Identifiable by its eerie howls, people a long
time ago thought it was the grim reaper and
feared it.","19","495","dark|fire","solar-power","houndour|houndoom","False","False","False","45","rough-terrain","generation-ii","https://projectpokemon.org/images/normal-sprite/houndoom-mega.gif","https://projectpokemon.org/images/shiny-sprite/houndoom-mega.gif"
"tyranitar-mega","10049","The quakes caused when it walks make even
great mountains crumble and change
the surrounding terrain.","25","2550","rock|dark","sand-stream","larvitar|pupitar|tyranitar","False","False","False","45","mountain","generation-ii","https://projectpokemon.org/images/normal-sprite/tyranitar-mega.gif","https://projectpokemon.org/images/shiny-sprite/tyranitar-mega.gif"
"blaziken-mega","10050","Blaziken has incredibly strong legs—it can easily clear a
30-story building in one leap. This Pokémon’s blazing punches
leave its foes scorched and blackened.","19","520","fire|fighting","speed-boost","torchic|combusken|blaziken","False","False","False","45","grassland","generation-iii","https://projectpokemon.org/images/normal-sprite/blaziken-mega.gif","https://projectpokemon.org/images/shiny-sprite/blaziken-mega.gif"
"gardevoir-mega","10051","To protect its Trainer, it will expend all its psychic
power to create a small black hole.","16","484","psychic|fairy","pixilate","ralts|kirlia|gardevoir","False","False","False","45","urban","generation-iii","https://projectpokemon.org/images/normal-sprite/gardevoir-mega.gif","https://projectpokemon.org/images/shiny-sprite/gardevoir-mega.gif"
"mawile-mega","10052","It chomps with its gaping mouth. Its huge jaws are
actually steel horns that have been transformed.","10","235","steel|fairy","huge-power","mawile","False","False","False","45","cave","generation-iii","https://projectpokemon.org/images/normal-sprite/mawile-mega.gif","https://projectpokemon.org/images/shiny-sprite/mawile-mega.gif"
"aggron-mega","10053","Aggron is protective of its environment. If its mountain is
ravaged by a landslide or a fire, this Pokémon will haul
topsoil to the area, plant trees, and beautifully restore its
own territory.","22","3950","steel","filter","aron|lairon|aggron","False","False","False","45","mountain","generation-iii","https://projectpokemon.org/images/normal-sprite/aggron-mega.gif","https://projectpokemon.org/images/shiny-sprite/aggron-mega.gif"
"medicham-mega","10054","Through the power of meditation, Medicham developed its
sixth sense. It gained the ability to use psychokinetic powers.
This Pokémon is known to meditate for a whole month
without eating.","13","315","fighting|psychic","pure-power","meditite|medicham","False","False","False","90","mountain","generation-iii","https://projectpokemon.org/images/normal-sprite/medicham-mega.gif","https://projectpokemon.org/images/shiny-sprite/medicham-mega.gif"
"manectric-mega","10055","It rarely appears before people. It is said to nest
where lightning has fallen.","18","440","electric","intimidate","electrike|manectric","False","False","False","45","grassland","generation-iii","https://projectpokemon.org/images/normal-sprite/manectric-mega.gif","https://projectpokemon.org/images/shiny-sprite/manectric-mega.gif"
"banette-mega","10056","Resentment at being cast off made it spring into
being. Some say that treating it well will satisfy
it, and it will once more become a stuffed toy.","12","130","ghost","prankster","shuppet|banette","False","False","False","45","urban","generation-iii","https://projectpokemon.org/images/normal-sprite/banette-mega.gif","https://projectpokemon.org/images/shiny-sprite/banette-mega.gif"
"absol-mega","10057","The elderly call it the disaster Pokémon and
detest it, but interest in its power to predict
disasters is on the rise.","12","490","dark","magic-bounce","absol","False","False","False","30","mountain","generation-iii","https://projectpokemon.org/images/normal-sprite/absol-mega.gif","https://projectpokemon.org/images/shiny-sprite/absol-mega.gif"
"garchomp-mega","10058","Its fine scales don’t just reduce wind
resistance—their sharp edges also cause injury
to any opponent who attacks it.","19","950","dragon|ground","sand-force","gible|gabite|garchomp","False","False","False","45","NULL","generation-iv","https://projectpokemon.org/images/normal-sprite/garchomp-mega.gif","https://projectpokemon.org/images/shiny-sprite/garchomp-mega.gif"
"lucario-mega","10059","It can tell what people are thinking. Only Trainers
who have justice in their hearts can earn this
Pokémon’s trust.","13","575","fighting|steel","adaptability","riolu|lucario","False","False","False","45","NULL","generation-iv","https://projectpokemon.org/images/normal-sprite/lucario-mega.gif","https://projectpokemon.org/images/shiny-sprite/lucario-mega.gif"
"abomasnow-mega","10060","This Pokémon is known to bring blizzards.
A shake of its massive body is enough to
cause whiteout conditions.","27","1850","grass|ice","snow-warning","snover|abomasnow","False","False","False","60","NULL","generation-iv","https://projectpokemon.org/images/normal-sprite/abomasnow-mega.gif","https://projectpokemon.org/images/shiny-sprite/abomasnow-mega.gif"
"floette-eternal","10061","It gives its own power to flowers, pouring its
heart into caring for them. Floette never forgives
anyone who messes up a flower bed.","2","9","fairy","flower-veil|symbiosis","flabebe|floette|florges","False","False","False","120","NULL","generation-vi","https://projectpokemon.org/images/normal-sprite/floette-eternal.gif","https://projectpokemon.org/images/shiny-sprite/floette-eternal.gif"
"latias-mega","10062","Latias is highly intelligent and capable of understanding
human speech. It is covered with a glass-like down.
The Pokémon enfolds its body with its down and refracts
light to alter its appearance.","18","520","dragon|psychic","levitate","latias","True","False","False","3","waters-edge","generation-iii","https://projectpokemon.org/images/normal-sprite/latias-mega.gif","https://projectpokemon.org/images/shiny-sprite/latias-mega.gif"
"latios-mega","10063","Latios will only open its heart to a Trainer with a
compassionate spirit. This Pokémon can fly faster than a
jet plane by folding its forelegs to minimize air resistance.","23","700","dragon|psychic","levitate","latios","True","False","False","3","waters-edge","generation-iii","https://projectpokemon.org/images/normal-sprite/latios-mega.gif","https://projectpokemon.org/images/shiny-sprite/latios-mega.gif"
"swampert-mega","10064","Swampert predicts storms by sensing subtle differences in the
sounds of waves and tidal winds with its fins. If a storm is
approaching, it piles up boulders to protect itself.","19","1020","water|ground","swift-swim","mudkip|marshtomp|swampert","False","False","False","45","waters-edge","generation-iii","https://projectpokemon.org/images/normal-sprite/swampert-mega.gif","https://projectpokemon.org/images/shiny-sprite/swampert-mega.gif"
"sceptile-mega","10065","Sceptile has seeds growing on its back. They are said to be
bursting with nutrients that revitalize trees. This Pokémon
raises the trees in a forest with loving care.","19","552","grass|dragon","lightning-rod","treecko|grovyle|sceptile","False","False","False","45","forest","generation-iii","https://projectpokemon.org/images/normal-sprite/sceptile-mega.gif","https://projectpokemon.org/images/shiny-sprite/sceptile-mega.gif"
"sableye-mega","10066","It feeds on gemstone crystals. In darkness, its
eyes sparkle with the glitter of jewels.","5","1610","dark|ghost","magic-bounce","sableye","False","False","False","45","cave","generation-iii","https://projectpokemon.org/images/normal-sprite/sableye-mega.gif","https://projectpokemon.org/images/shiny-sprite/sableye-mega.gif"
"altaria-mega","10067","Altaria sings in a gorgeous soprano. Its wings are like cotton
clouds. This Pokémon catches updrafts with its buoyant wings
and soars way up into the wild blue yonder.","15","206","dragon|fairy","pixilate","swablu|altaria","False","False","False","45","forest","generation-iii","https://projectpokemon.org/images/normal-sprite/altaria-mega.gif","https://projectpokemon.org/images/shiny-sprite/altaria-mega.gif"
"gallade-mega","10068","Sharply attuned to others’ wishes for help, this
Pokémon seeks out those in need and aids them
in battle.","16","564","psychic|fighting","inner-focus","ralts|kirlia|gardevoir","False","False","False","45","NULL","generation-iv","https://projectpokemon.org/images/normal-sprite/gallade-mega.gif","https://projectpokemon.org/images/shiny-sprite/gallade-mega.gif"
